Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Research Training Grant (Parent T32)","11/15/2024","5/5/2028","T32","NIH","NIH","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIGMS, NIMH, NINR, ORIP, ORWH","PA-25-168","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-168.html"
"Development of Animal Models and Related Biological Materials for Research (R21 Clinical Trial Not Allowed)","11/15/2024","1/8/2028","R21","NIH","ORIP","None","PAR-25-273","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-273.html"
"BRAIN Initiative: Development and Validation of Novel Tools to Probe Cell-Specific and Circuit-Specific Processes in the Brain (R01 Clinical Trial Not Allowed)","11/15/2024","2/9/2027","R01","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","RFA-MH-26-170","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-26-170.html"
"Developing novel theory and methods for understanding the genetic architecture of complex human traits (R21 Clinical Trial Not Allowed)","11/15/2024","1/8/2027","R21","NIH","NHGRI","NCI","PAR-25-256","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-256.html"
"Developing novel theory and methods for understanding the genetic architecture of complex human traits (R01 Clinical Trial Not Allowed)","11/15/2024","11/6/2026","R01","NIH","NHGRI","NCI, NIMH","PAR-25-255","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-255.html"
"Early Stage Investigator HIV/AIDS Research Using Nonhuman Primate (NHP) Models (R21 Clinical Trial Not Allowed)","11/15/2024","9/8/2025","R21","NIH","ORIP","NIMH","PAR-25-165","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-165.html"
"Environmental Health Sciences Core Centers Program (P30 Clinical Trials Optional)","11/14/2024","1/30/2027","P30","NIH","NIEHS","None","RFA-ES-25-002","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-25-002.html"
"Epitranscriptomics Crosstalks and Toxicants (EPCOT) (R01 Clinical Trials Not Allowed)","11/14/2024","2/7/2025","R01","NIH","NIEHS","None","RFA-ES-25-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-25-001.html"
"Analytical and Clinical Validation of Biomarkers for Alzheimers Disease (AD) and AD-Related Dementias (ADRD) (U01 Clinical Trial Optional)","11/14/2024","3/6/2026","U01","NIH","NIA","None","PAR-25-209","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-209.html"
"Notice of Special Interest (NOSI): Implementation Science for Climate Change and Health","11/14/2024","1/8/2028","R03,R01,R21","NIH","NCI","FIC, NCCIH, NHLBI, NIA, NIAID, NIAMS, NICHD, NIMH, NIMHD, ODP, NINR, NIEHS","NOT-CA-25-003","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-25-003.html"
"Technology Development Research for Establishing Feasibility and Proof of Concept (R21 - Clinical Trial Not Allowed)","11/14/2024","1/8/2028","R21","NIH","NIGMS","None","PAR-25-202","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-202.html"
"Focused Technology Research and Development (R01 Clinical Trial Not Allowed)","11/14/2024","1/8/2028","R01","NIH","NIGMS","None","PAR-25-203","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-203.html"
"Exploratory/Developmental Research on Guillain Barre Syndrome (GBS) and Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) (R21 - Clinical Trial Not Allowed)","11/13/2024","10/4/2025","R21","NIH","NINDS","OD","RFA-NS-25-025","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-025.html"
"Tobacco, Alcohol, and Cannabis Policy Research for Health Equity (R21 Clinical Trial Optional)","11/13/2024","1/8/2028","R21","NIH","NCI","NIAAA, NIDA, NIMHD, ODP, SGMRO","PAR-25-241","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-241.html"
"Tobacco, Alcohol, and Cannabis Policy Research for Health Equity (R01 Clinical Trial Optional)","11/13/2024","1/8/2028","R01","NIH","NCI","NIAAA, NIDA, NIMHD, ODP, SGMRO","PAR-25-240","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-240.html"
"Digital Health Technology Derived Biomarkers and Outcome Assessments for Remote Monitoring and Endpoint Development (UG3/UH3 - Clinical Trial Optional)","11/13/2024","6/23/2026","UG3/UH3","NIH","NINDS","NCI, OBSSR","PAR-25-170","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-170.html"
"NIMHD Minority Health and Health Disparities Research Training (MHRT) Program (T37 Clinical Trial Not Allowed)","11/13/2024","3/1/2025","T37","NIH","NIMHD","FIC","RFA-MD-25-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-MD-25-001.html"
"Notice of Special Interest (NOSI): NIMH Funding for Competing Revisions to Existing NIH Single Project Research Grants and Cooperative Agreements","11/13/2024","9/2/2025","332","NIH","NIMH","None","NOT-MH-25-010","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-25-010.html"
"National Cancer Institute's Investigator-Initiated Early Phase Clinical Trials for Cancer Treatment and Diagnosis (R01 Clinical Trial Required)","11/12/2024","1/8/2027","R01","NIH","NCI","None","PAR-25-081","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-081.html"
"Cancer Prevention and Control Clinical Trials Grant Program (R01 Clinical Trial Required)","11/12/2024","1/8/2027","R01","NIH","NCI","None","PAR-25-167","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-167.html"
"NeuroNEXT Small Business Innovation in Clinical Trials (U44 Clinical Trial Optional)","11/12/2024","9/6/2027","U44","NIH","NINDS","None","PAR-25-133","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-133.html"
"NINDS Exploratory Clinical Trials (UG3/UH3 Clinical Trial Required)","11/12/2024","3/11/2025","UG3/UH3","NIH","NINDS","None","PAR-25-054","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-054.html"
"NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22 Clinical Trial Not Allowed)","11/8/2024","1/8/2028","K22","NIH","NIDCR","None","PAR-25-027","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-027.html"
"Microbial-based Cancer Imaging and Therapy - Bugs as Drugs (R21 Clinical Trial Not Allowed)","11/8/2024","5/8/2025","R21","NIH","NCI","NIDCR","PAR-25-108","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-108.html"
"Integrating Mental Health Care into Health Care Systems and Non-Health Settings  in Low- and Middle-Income Countries (R01 Clinical Trial Optional)","11/8/2024","1/8/2028","R01","NIH","NIMH","NCI, SGMRO","PAR-25-201","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-201.html"
"Improving Care and Outcomes for Cancer Survivors from Sexual and Gender Minority (SGM) Populations (R01 Clinical Trial Optional)","11/8/2024","1/8/2027","R01","NIH","NCI","SGMRO","PAR-25-237","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-237.html"
"Exploratory Grants in Cancer Control (R21 Clinical Trial Optional)","11/8/2024","9/8/2028","R21","NIH","NCI","None","PA-25-253","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-25-253.html"
"NIH SIREN Neurologic Clinical Trials (UG3/UH3 - Clinical Trial Required)","11/7/2024","3/7/2026","UG3/UH3","NIH","NINDS","None","PAR-25-049","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-049.html"
"NINDS Ruth L. Kirschstein National Research Service Award (NRSA) for Training of Postdoctoral Fellows (F32 Clinical Trial Not Allowed)","11/7/2024","1/8/2028","F32","NIH","NINDS","None","PAR-25-234","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-234.html"
"Laboratories to Optimize Digital Health (R01 Clinical Trial Required)","11/7/2024","1/8/2028","R01","NIH","NIMH","None","PAR-25-136","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-136.html"
"Microbial-based Cancer Imaging and Therapy - Bugs as Drugs (R01 Clinical Trial Not Allowed)","11/7/2024","5/8/2025","R01","NIH","NCI","NIDCR","PAR-25-107","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-107.html"
"Advanced-Stage Development and Utilization of Research Infrastructure for Interdisciplinary Aging Studies (R33 Clinical Trial Optional)","11/7/2024","12/3/2025","R33","NIH","NIA","ORWH","PAR-25-219","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-219.html"
"Research Infrastructure Development for Interdisciplinary Aging Studies (R61/R33 - Clinical Trial Optional)","11/7/2024","12/3/2025","R61/R33","NIH","NIA","ORWH","PAR-25-218","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-218.html"
"Modular R01s in Cancer Control and Population Sciences (R01 Clinical Trial Optional)","11/7/2024","1/8/2028","R01","NIH","NCI","None","PA-25-172","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-25-172.html"
"Innovative Research in Cancer Nanotechnology (IRCN; R01 Clinical Trial Not Allowed)","11/7/2024","5/5/2026","R01","NIH","NCI","None","PAR-25-106","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-106.html"
"Personal Health Informatics for Delivering Actionable Insights to Individuals (R01 Clinical Trial Optional)","11/7/2024","1/8/2027","R01","NIH","NLM","NIMH","PAR-25-235","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-235.html"
"Research Opportunities for New and At-Risk Investigators to Promote Workforce Diversity (R01 Clinical Trial Optional)","11/7/2024","11/6/2027","R01","NIH","NINDS","NEI, NHGRI, NIA, NIAMS, NIBIB, NIMH, ORWH, NCCIH","PAS-25-190","PAS","Optional","https://grants.nih.gov/grants/guide/pa-files/PAS-25-190.html"
"Co-infection and Cancer (R21 Clinical Trial Not Allowed)","11/7/2024","1/8/2026","R21","NIH","NCI","None","PAR-25-083","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-083.html"
"Cancer Epidemiology Cohorts: Building the Next Generation of Research Cohorts (U01 Clinical Trial Not Allowed)","11/7/2024","3/1/2025","U01","NIH","NCI","None","PAR-25-186","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-186.html"
"Co-infection and Cancer (R01 Clinical Trial Not Allowed)","11/7/2024","1/8/2026","R01","NIH","NCI","None","PAR-25-082","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-082.html"
"Population Approaches to Reducing Alcohol-related Cancer Risk (R01 Clinical Trial Optional)","11/6/2024","1/8/2027","R01","NIH","NCI","NIAAA","PAR-25-221","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-221.html"
"Academic-Industrial Partnerships (AIP) to Translate and Validate In Vivo Imaging Systems (R01 Clinical Trial Optional)","11/6/2024","1/8/2027","R01","NIH","NCI","None","PAR-25-079","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-079.html"
"Assay Development and Screening for Discovery of Validated Chemical Hits for Brain Disorders (R01 Clinical Trial Not Allowed)","11/6/2024","5/8/2026","R01","NIH","NIMH","None","PAR-25-063","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-063.html"
"Bioengineering Partnerships with Industry (U01 Clinical Trial Optional)","11/6/2024","9/8/2027","U01","NIH","NIBIB","NCI, NEI, NIA","PAR-24-325","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-325.html"
"Engineering Next-Generation Human Nervous System Microphysiological Systems (R01 Clinical Trials Not Allowed)","11/6/2024","1/8/2026","R01","NIH","NIA","NEI, NIAAA, NIDCD, NIMH","PAR-25-198","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-198.html"
"Engineering Next-Generation Human Nervous System Microphysiological Systems (R21 Clinical Trials Not Allowed)","11/6/2024","1/8/2026","R21","NIH","NIA","NEI, NIAAA, NIDCD, NIMH","PAR-25-199","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-199.html"
"Stimulating Hematology Investigation: New Endeavors (SHINE) (R01 Clinical Trial Not Allowed)","11/6/2024","1/7/2028","R01","NIH","NIDDK","NHLBI, NIA","PAS-25-205","PAS","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAS-25-205.html"
"Development and Application of PET and SPECT Imaging Ligands as Biomarkers for Drug Discovery and for Pathophysiological Studies of CNS Disorders (R01 Clinical Trial Optional)","11/6/2024","5/8/2026","R01","NIH","NIMH","NIA","PAR-25-036","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-036.html"
"Advancing Research to Understand Congenital Malformations (R01 Clinical Trial Not Allowed)","11/6/2024","9/8/2025","R01","NIH","NICHD","None","PAR-25-146","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-146.html"
"In-Depth Phenotyping and Research Using IMPC-Generated Knockout Mouse Strains Exhibiting Embryonic or Perinatal Lethality or Subviability (R01 Clinical Trial Not Allowed)","11/6/2024","1/8/2026","R01","NIH","NICHD","NIDCR, ORWH","PAR-25-140","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-140.html"
"Natural History of Disorders Screenable in the Newborn Period (R01 Clinical Trial Optional)","11/6/2024","1/8/2028","R01","NIH","NICHD","None","PAR-25-227","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-227.html"
"Assay development and screening for discovery of chemical probes, drugs or immunomodulators (R01 Clinical Trial Not Allowed)","11/6/2024","9/8/2026","R01","NIH","NCI","None","PAR-25-153","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-153.html"
"Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional)","11/6/2024","1/8/2028","R01","NIH","NCI","None","PAR-25-145","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-145.html"
"Engaging Loved ones in Recovery Processes to Enhance Recovery Capital and Outcomes (R61/R33 Clinical Trial Optional)","11/6/2024","2/28/2025","R61/R33","NIH","NIDA","None","RFA-DA-26-024","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-024.html"
"Research Projects to Enhance Applicability of Mammalian Models for Translational Research (R01 Clinical Trial Not Allowed)","11/6/2024","9/8/2026","R01","NIH","NCI","None","PAR-24-306","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-306.html"
"Integration of Imaging and Fluid-Based Tumor Monitoring in Cancer Therapy (R01 Clinical Trial Optional)","11/6/2024","1/8/2028","R01","NIH","NCI","None","PAR-25-175","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-175.html"
"Molecular Imaging of Inflammation in Cancer (R01 Clinical Trial Not Allowed)","11/6/2024","1/8/2028","R01","NIH","NCI","None","PAR-24-311","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-311.html"
"NIA Multi-site Clinical Trial Implementation Grant (R01 Clinical Trial Required)","11/6/2024","1/8/2026","R01","NIH","NIA","None","PAR-25-222","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-222.html"
"NIA Academic Leadership Career Award (K07 Independent Clinical Trial Not Allowed)","11/6/2024","11/13/2027","K07","NIH","NIA","None","PAR-24-321","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-321.html"
"BRAIN Initiative: Clinical Studies to Advance Next-Generation Devices for Recording and Modulation in the Human Central Nervous System (UH3 Clinical Trial Optional)","11/5/2024","9/29/2026","UH3","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH","RFA-NS-25-022","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-022.html"
"BRAIN Initiative:  Next-Generation Devices for Recording and Modulation in the Human Central Nervous System (UG3/UH3 Clinical Trial Optional)","11/5/2024","9/29/2026","UG3/UH3","NIH","NINDS","NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, NCCIH, NEI, NIA","RFA-NS-25-021","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-25-021.html"
"Cancer Prevention and Control Clinical Trials Planning Grant Program (R34 Clinical Trials Optional)","11/5/2024","10/26/2027","R34","NIH","NCI","None","PAR-25-104","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-104.html"
"Cancer Prevention and Control Clinical Trials Planning Grant Program (U34 Clinical Trials Optional)","11/5/2024","10/26/2027","U34","NIH","NCI","None","PAR-25-103","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-103.html"
"Addressing Challenges in Detecting New Drugs: Instrumentation for Alternative Analytical Methods (R41/R42 - Clinical Trials Optional)","11/4/2024","2/20/2025","R41/R42","NIH","NIDA","None","RFA-DA-26-019","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-019.html"
"Addressing Challenges in Detecting New Drugs: Instrumentation for Alternative Analytical Methods (R43/R44 - Clinical Trials Optional)","11/4/2024","2/20/2025","R43/R44","NIH","NIDA","None","RFA-DA-26-018","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-26-018.html"
"Innovation Grants to Nurture Initial Translational Efforts (IGNITE): Neurotherapeutic Agent Characterization and In vivo Efficacy Studies (R61/R33 Clinical Trial Not Allowed)","11/4/2024","10/21/2027","R61/R33","NIH","NINDS","None","PAR-25-225","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-225.html"
"Combating Antibiotic-Resistant Bacteria Interdisciplinary Research Units (CARBIRUs) (P01 Clinical Trial Not Allowed)","11/4/2024","3/27/2025","P01","NIH","NIAID","None","RFA-AI-24-074","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-24-074.html"
